433.5,86,10.2,71,56.1,89,84,143
118,83,21.3,33,86.6,78,89,112
130.5,91,0.7,67,72.7,78,78,114
211,100,12.4,67,57.9,89,65,210
92.5,100,2.3,71,78,78,80,61.5
256.5,86,9.2,71,64,89,77,148
463,100,11.6,67,69.9,78,84,421
187,100,17.6,83,67.3,100,84,186
163.5,100,8.4,86,62.8,100,80,162.5
110.5,100,2.9,71,81.4,78,84,72.5
99,100,11.7,67,84.7,78,84,92.5
232.25,78,6.6,67,64,89,84,144.25
154.66,63,6.9,50,76.8,100,84,152.33
222,100,6,67,60,78,80,155
215,86,5.1,57,66.7,78,84,115.5
120.33,100,0.4,75,72.9,78,80,119.33
3203,100,0.1,95,57.1,78,82,109
624.75,100,0.2,88,69.6,78,80,161
189,100,2.2,67,62.2,78,84,147
213.25,78,5.8,67,56.5,89,84,138.25
131.3,61,8.1,48,78.4,67,84,84.65
134,100,9.9,67,61.2,89,65,68
131,80,1.6,56,65.9,78,72,31.5
130,86,14.7,71,82,89,84,128
275.2,100,1.6,80,64,78,83,241.4
218,100,0.1,90,57.1,78,74,218
97.5,86,8.1,57,79.3,78,84,97.5
213,83,20.4,50,77.2,78,91,210
179.5,74,2.5,64,68.6,89,80,141
322,100,19.3,67,80.3,100,84,321
160.75,100,6.1,89,62.3,100,84,94
104,86,8.5,57,82.2,78,84,103
443.89,100,8.2,86,45.7,78,77,443.67
581,97,17.5,83,80.5,100,84,581
395,98,17,83,73.2,100,84,386
110.18,100,7.6,95,91.8,78,58,109.21
119.33,88,2.9,62,76.5,78,80,65
174.71,100,2.5,92,73.4,100,84,104.57
405,100,16.1,83,69.8,100,84,405
196,100,15.7,83,57.2,100,84,162
81.08,43,10.1,51,97.3,100,89,64.96
194.66,100,7.3,88,56.3,100,83,83.33
261,100,1.8,71,58.1,78,80,229.5
194.75,100,13.4,89,57.6,100,77,172.25
820,100,7.7,78,51.5,78,77,351
183.77,55,6.1,54,71.4,89,71,76.4
615,100,7.8,88,48.5,100,84,599.33
972.4,100,6.3,80,59.1,78,84,966.8
362.5,100,12.3,71,62.4,89,75,351
301,100,1.3,80,55,78,80,273
311.73,100,6.2,88,43.4,78,72,308.91
160,100,2.2,71,73.3,78,84,74
123,86,9.3,57,79.9,78,84,121.5
65,100,1.2,57,75.9,78,75,65
165,100,11.8,95,53.2,100,75,160.64
351.09,100,6.6,88,50.6,78,77,350.45
222,100,8.9,67,65.8,78,87,123
362,100,10.5,78,72.7,89,91,300.5
110,86,6.5,57,75.9,78,84,105
179.2,100,0.7,90,65,100,69,127.2
155,100,14.2,62,73.1,78,88,144.33
958,100,4.8,71,60.4,78,84,909
387.55,100,5.4,92,37.6,78,74,387.2
123.5,60,8.1,48,78.6,67,80,41
100,86,12.3,57,80.4,78,80,96.5
293,100,14.2,86,55.4,100,84,292
104.67,100,8.5,62,80.6,78,84,98.67
180,83,20.3,50,78.4,89,91,179
891.66,100,7.5,75,48.3,78,77,419.33
411.67,100,4.3,75,51.1,78,80,350
115,86,6.6,57,76.6,78,84,112.5
336.33,91,8.8,82,44.2,100,80,330.83
224,100,15.2,83,53,100,84,223
307.5,100,0.7,71,58.4,78,77,307
664,84,13.6,50,71.5,89,91,648
173.5,86,12.2,71,84.6,89,87,173
30781,95,0.1,97,57.1,89,75,30781
4067,100,4.3,67,65.1,78,84,4045
195.5,89,10.7,67,43.7,78,89,194.75
108.66,96,2.4,50,82.4,89,91,93.33
786.27,100,1,95,17.6,78,82,105.21
263.62,70,4.1,62,47.4,89,80,133.12
262.34,100,6.1,90,16.1,78,77,262.07
468,83,10.6,67,63.2,100,75,461
2007.5,100,3.7,71,59.7,78,84,1981
977,100,13.7,83,74.8,100,84,955
101,100,1.3,67,65.1,78,84,67
278.67,74,3.4,64,43.4,89,80,137.5
9352.66,79,0.9,75,64.7,89,88,9344.33
217.67,96,7.1,88,55.9,100,80,150
1653,100,4.6,67,51.4,78,84,1609
1226,100,3.2,71,53.3,78,84,1181
530.37,100,1.5,93,13,78,82,126.54
574.88,97,1.9,90,42.6,78,69,541.38
146,100,2.5,67,63.3,78,84,145
208.5,100,0.7,78,63.2,78,84,101
383.95,100,2.4,92,29.4,78,74,370.25
1075.33,100,1.2,75,50,78,84,1014
172,100,2.4,71,66.5,78,84,171
157.5,86,12.2,71,69.7,89,84,153.5
437.62,70,1,49,68.4,78,69,64.05
130,83,10,50,80.7,89,82,124
114.73,59,10.7,56,94.4,89,84,111.5
631,100,10,67,77.1,78,84,531
403.66,100,5.7,90,19.5,78,74,402.73
498.2,93,5.8,80,23.9,78,80,381.1
999.71,99,0.8,94,38.5,78,74,837.41
1709.933,100,0.6,75,52.2,78,80,1708.033
152,83,12.4,33,97.7,78,93,146
181,83,18.1,50,71.4,89,84,179
116.75,57,2.7,44,74.2,100,75,116
65.34,40,2.1,14,87.5,78,78,63.56
308,100,4.2,82,90.3,78,86,305.69
427.91,100,3.8,88,19.6,78,77,425.73
409,100,8.2,67,67.6,78,84,409
437.4,100,1.4,90,20,78,74,432.6
553.65,100,1.1,93,26.2,78,74,376.17
483.25,92,4.9,77,23.8,78,83,415.25
373.53,100,8.1,89,27.7,78,74,373.38
151.33,63,18.1,38,82.6,89,91,151
384.67,100,9.1,88,49.6,100,84,383.67
431.46,95,1.6,85,23.1,78,74,425.73
234.5,86,13.3,43,70.3,67,84,162
150.87,70,5.5,62,77.9,89,84,113.12
946.45,99,0.7,94,12.6,78,79,500.25
258.5,100,10.2,92,24.8,78,77,251.5
197.5,86,6,71,68.5,89,84,136.5
150,72,18.9,29,77,78,95,141.5
298,83,15.7,50,76.3,89,82,278
232,100,0.6,78,56.5,78,84,202.75
431,83,19.8,50,81.6,89,75,430
393,100,8.3,86,45.6,100,84,392.5
190.5,86,12.4,71,54,89,80,188.5
742,100,7.4,67,67.4,78,84,677
307,100,5.6,89,44.9,100,80,212.5
104.34,64,4.6,50,82.1,100,80,101.67
1292,100,9.3,67,65,78,84,1249
1722,73,3.7,71,61.9,89,91,1526.5
544,100,4.7,67,70.5,78,80,492
276.5,86,10.5,71,65.3,89,84,176.5
1308,100,6.3,67,67,78,84,1307
391.8,98,2.8,52,80.9,89,80,388
198.5,78,8.1,67,66.3,89,84,137.75
117.25,100,0.8,78,70.9,78,65,115.5
2874.5,75,0.3,78,45.7,78,84,2874.425
176.56,52,1.1,49,75.3,67,79,137.72
1044,100,7.1,67,60.9,78,84,991
164.75,79,1.7,44,66.8,67,84,65.75
170.33,53,1,27,63.8,89,72,83.33
516.75,100,0.5,78,63.8,78,87,501.5
183.5,86,13.3,43,75.4,67,84,105.5
227.57,63,6.6,57,61.9,89,87,131.88
197,80,0.9,56,66.1,78,80,106.5
329,100,4.6,67,50.3,78,84,327
7170.79,85,0.6,89,32,78,77,7170.43
236.3,62,1.7,40,56.4,67,84,150.8
593.17,64,5.2,59,70.2,89,77,536.17
79.28,44,4,25,84.1,89,89,76.14
333,84,10.6,50,78,89,80,331
3103,100,5.3,67,64.3,78,87,3103
724,92,0.9,75,31.6,89,58,464.57
795.42,88,2.6,76,19.3,78,77,353.17
278.5,86,8,71,66.3,89,80,263
579,100,0.6,78,55.2,78,80,578
197.75,100,0.5,78,60.7,78,84,197.25
392,83,15.8,50,69.7,78,89,390
111,84,4.1,50,64.6,78,84,110
14142.67,90,0.6,62,46.2,78,80,14028
1037.33,100,2,75,59.2,78,84,1004
460.47,100,4.9,92,36.2,78,69,337.58
1463.5,100,2.4,71,53.5,78,84,1410.5
677.69,100,0.8,64,22.5,78,74,448.26
133,83,1.4,50,64.7,89,82,123
396,86,10.6,71,60.2,89,80,387
1075.5,100,2.2,71,58.7,78,84,1057
218.6,100,5.5,70,42.5,78,87,183.4
182.68,54,5.5,49,41,67,75,151.71
193.69,54,6.4,49,35.3,67,75,159.6
200.33,63,10.6,50,74.7,100,69,196.33
242.75,78,7.1,44,58,67,84,124
450.5,86,7.9,71,54.3,89,80,378.5
23365,99,0.9,67,63.3,78,84,23341
784,100,7.2,78,44.8,78,89,769.5
693,86,5.2,71,57.1,100,84,447
132.13,85,3,62,45.9,78,83,131.25
1903,64,3.6,38,82.3,89,75,1899.33
2997.65,73,0.4,43,54.5,78,84,2997.65
2997.65,73,0.4,43,54.5,78,84,2997.65
424,60,4.8,57,19.4,89,74,335.44
308,100,5.8,67,52.5,78,84,308
1438.75,100,0.7,78,39.8,78,84,1348.5
298,78,5.9,67,48.3,89,84,144.75
340,87,1.4,57,57.2,78,80,286
213.67,63,4.6,25,82,78,89,213
77.56,17,9.2,13,92,100,72,76.8
224.5,72,10.8,43,74.5,89,72,216.5
529,100,2.9,90,19.9,78,69,433.5
514.7,80,2.7,67,42.6,78,84,210.7
2396,100,0.2,67,54,78,84,2393
530.25,56,4,44,36.6,100,89,515.5
164.43,66,2.1,58,63.6,89,75,157.86
751,83,6.8,50,79.3,78,91,728
259.5,78,7.4,67,38.4,89,84,256
291.07,25,5.2,19,53.6,89,84,238.19
274,86,5.6,57,48.6,78,87,155.5
3316.2,89,0.2,50,62.2,78,84,465.04
226.42,65,3.4,47,50.6,67,91,124.21
25921,97,0.8,50,66.9,78,84,25921
281.07,68,2,51,8.7,78,82,250.73
248.67,88,1.4,62,50.8,78,83,198
3112.66,99,2.6,75,50.5,78,89,3077.33
452.37,100,1.5,99,7.8,100,72,436.67
4471.33,65,0.8,50,39.8,100,84,4469
3051.5,86,2.8,71,65.2,89,80,3048
787.21,52,1.7,42,22.5,89,80,231.07
656,56,6.4,33,40.9,89,89,650.5
2049.5,63,0.4,38,50.7,89,91,2049.4
326.56,84,6.2,77,15.9,89,89,303.92
176,56,8,33,56.7,89,91,172
1677.93,97,2.5,50,18.6,100,87,1675.16
720.73,100,1.6,97,5.9,89,89,703.42
279,70,2.8,46,43.9,67,84,122
409.33,49,1.8,27,41.4,89,72,401.5
197.5,79,2.7,56,50.5,78,80,159.25
630.93,27,0.5,19,57.3,100,82,220.5
2814.76,73,1.2,46,29.4,67,84,2231.38
436.5,86,4.5,57,43.2,78,84,312.5
241.98,56,3.5,50,62.6,78,77,105.34
428.5,86,4.8,57,43.3,78,80,285.5
244.66,68,1.4,64,66.6,78,66,205.33
203,66,1.1,38,45.6,89,89,120.67
557,100,4.8,94,11.2,89,58,322.37
422.33,63,8.4,38,50.1,89,93,418
141.66,26,9.2,10,87.6,78,86,135.33
85.3,19,5.1,7,90.7,78,79,78.91
1389.5,72,3.7,43,51.4,78,84,1221
343.66,88,3,50,46,78,80,226.33
2794,83,0.7,50,72.9,78,91,2784
1161.4,90,4.7,70,45.2,78,69,1145.4
239.38,63,8,57,19.1,89,80,181.94
476.29,53,2.8,47,9,78,74,440.74
1221.75,77,3.4,67,43.8,89,80,1220.75
370.71,60,4.2,51,64.1,78,77,221.98
330,72,12.1,29,55.7,78,77,328
464,86,3.1,57,43.2,78,80,302
316.5,72,5.6,43,55.5,89,62,312
456.75,71,4.3,62,30.3,89,84,432.5
4054.12,76,0.3,62,51.1,78,62,410.09
397,56,7.8,44,43.7,89,84,380.75
124.15,31,2.8,11,83.6,78,89,121.15
127,43,1.4,26,26.1,89,78,122.79
326.16,74,2.3,45,49.4,67,83,171.83
2049.11,95,1,66,9.4,100,77,1417.34
237,53,2.1,30,64.7,78,84,228
451.12,65,2.2,57,22.2,89,83,423.56
424.54,59,4.3,51,11.9,78,80,381.27
582.36,28,1.1,16,22.1,89,69,181.86
450.25,56,6,33,40.2,78,88,440.5
551.42,31,4.6,18,73.1,78,91,539.42
1126.25,67,3.5,33,59.4,78,72,1107
1075.67,46,4.1,27,36.2,89,93,1069.5
14910,56,0.5,30,59.1,89,75,14906.8
2612.23,56,2.4,23,37.1,78,80,2576
762.23,54,4.2,15,17.2,89,84,726.59
313.11,20,6,10,19,88,66,312.82
529.55,21,6,12,18.9,78,74,522.05
393.57,45,2,25,33.4,89,75,375.43
194.73,26,4.3,10,30.8,78,82,192.2
593.94,24,0.1,9,66.2,78,91,559.69
2987.9,56,0.2,17,38.8,78,82,2987.9
274.5,37,1,18,24.8,89,69,257.5
502,24,3.4,9,21.8,78,85,499.28
256.31,14,1,10,13,100,75,237.62
6962.85,28,0.5,21,30,78,69,6915.08
1680.16,16,2,7,12.5,89,72,1667.22
